Area,Item_x,Year,Unit_x,Crop_Yield,Item_y,Unit_y,Pesticides_Usage,Avg_Temperature,Avg_Rainfall
Brazil,Potatoes,2008,hg/ha,8889,Pesticides (total),tonnes of active ingredients,312637,18.8,1761
Brazil,Potatoes,2008,hg/ha,8889,Pesticides (total),tonnes of active ingredients,312637,25.96,1761
Brazil,Potatoes,2008,hg/ha,8889,Pesticides (total),tonnes of active ingredients,312637,24.26,1761
Brazil,Potatoes,2008,hg/ha,8889,Pesticides (total),tonnes of active ingredients,312637,25.54,1761
Brazil,Potatoes,2009,hg/ha,8889,Pesticides (total),tonnes of active ingredients,335742,22.25,1761
Brazil,Potatoes,2009,hg/ha,8889,Pesticides (total),tonnes of active ingredients,335742,20.78,1761
Brazil,Potatoes,2009,hg/ha,8889,Pesticides (total),tonnes of active ingredients,335742,18.38,1761
Brazil,Potatoes,2009,hg/ha,8889,Pesticides (total),tonnes of active ingredients,335742,27.39,1761
Brazil,Potatoes,2009,hg/ha,8889,Pesticides (total),tonnes of active ingredients,335742,18.84,1761
Brazil,Potatoes,2009,hg/ha,8889,Pesticides (total),tonnes of active ingredients,335742,26.3,1761
Brazil,Potatoes,2009,hg/ha,8889,Pesticides (total),tonnes of active ingredients,335742,24.98,1761
Brazil,Potatoes,2009,hg/ha,8889,Pesticides (total),tonnes of active ingredients,335742,26,1761
Brazil,Potatoes,2010,hg/ha,8889,Pesticides (total),tonnes of active ingredients,342580,22.12,1761
Brazil,Potatoes,2010,hg/ha,8889,Pesticides (total),tonnes of active ingredients,342580,20.72,1761
Brazil,Potatoes,2010,hg/ha,8889,Pesticides (total),tonnes of active ingredients,342580,18.18,1761
Brazil,Potatoes,2010,hg/ha,8889,Pesticides (total),tonnes of active ingredients,342580,28.18,1761
Brazil,Potatoes,2010,hg/ha,8889,Pesticides (total),tonnes of active ingredients,342580,27.56,1761
Brazil,Potatoes,2010,hg/ha,8889,Pesticides (total),tonnes of active ingredients,342580,19.01,1761
Brazil,Potatoes,2010,hg/ha,8889,Pesticides (total),tonnes of active ingredients,342580,26.3,1761
Brazil,Potatoes,2010,hg/ha,8889,Pesticides (total),tonnes of active ingredients,342580,24.95,1761
Brazil,Potatoes,2010,hg/ha,8889,Pesticides (total),tonnes of active ingredients,342580,25.78,1761
Brazil,Potatoes,2011,hg/ha,8889,Pesticides (total),tonnes of active ingredients,345026,21.74,1761
Brazil,Potatoes,2011,hg/ha,8889,Pesticides (total),tonnes of active ingredients,345026,20.33,1761
Brazil,Potatoes,2011,hg/ha,8889,Pesticides (total),tonnes of active ingredients,345026,18.01,1761
Brazil,Potatoes,2011,hg/ha,8889,Pesticides (total),tonnes of active ingredients,345026,27.36,1761
Brazil,Potatoes,2011,hg/ha,8889,Pesticides (total),tonnes of active ingredients,345026,27.29,1761
Brazil,Potatoes,2011,hg/ha,8889,Pesticides (total),tonnes of active ingredients,345026,18.82,1761
Brazil,Potatoes,2011,hg/ha,8889,Pesticides (total),tonnes of active ingredients,345026,25.89,1761
Brazil,Potatoes,2011,hg/ha,8889,Pesticides (total),tonnes of active ingredients,345026,24.32,1761
Brazil,Potatoes,2011,hg/ha,8889,Pesticides (total),tonnes of active ingredients,345026,25.28,1761
Brazil,Potatoes,2012,hg/ha,8889,Pesticides (total),tonnes of active ingredients,346583,22.16,1761
Brazil,Potatoes,2012,hg/ha,8889,Pesticides (total),tonnes of active ingredients,346583,21.02,1761
Brazil,Potatoes,2012,hg/ha,8889,Pesticides (total),tonnes of active ingredients,346583,18.8,1761
Brazil,Potatoes,2012,hg/ha,8889,Pesticides (total),tonnes of active ingredients,346583,28.21,1761
Brazil,Potatoes,2012,hg/ha,8889,Pesticides (total),tonnes of active ingredients,346583,27.34,1761
Brazil,Potatoes,2012,hg/ha,8889,Pesticides (total),tonnes of active ingredients,346583,19.72,1761
Brazil,Potatoes,2012,hg/ha,8889,Pesticides (total),tonnes of active ingredients,346583,26.13,1761
Brazil,Potatoes,2012,hg/ha,8889,Pesticides (total),tonnes of active ingredients,346583,24.84,1761
Brazil,Potatoes,2012,hg/ha,8889,Pesticides (total),tonnes of active ingredients,346583,25.65,1761
Brazil,Potatoes,2013,hg/ha,8889,Pesticides (total),tonnes of active ingredients,367778,21.59,1761
Brazil,Potatoes,2013,hg/ha,8889,Pesticides (total),tonnes of active ingredients,367778,20.07,1761
Brazil,Potatoes,2013,hg/ha,8889,Pesticides (total),tonnes of active ingredients,367778,17.57,1761
Brazil,Potatoes,2013,hg/ha,8889,Pesticides (total),tonnes of active ingredients,367778,27.71,1761
Brazil,Potatoes,2013,hg/ha,8889,Pesticides (total),tonnes of active ingredients,367778,27.11,1761
Brazil,Potatoes,2013,hg/ha,8889,Pesticides (total),tonnes of active ingredients,367778,17.84,1761
Brazil,Potatoes,2013,hg/ha,8889,Pesticides (total),tonnes of active ingredients,367778,26.4,1761
Brazil,Potatoes,2013,hg/ha,8889,Pesticides (total),tonnes of active ingredients,367778,25.19,1761
Brazil,Potatoes,2013,hg/ha,8889,Pesticides (total),tonnes of active ingredients,367778,26.14,1761
Brazil,"Rice, paddy",1990,hg/ha,8915,Pesticides (total),tonnes of active ingredients,49695,21.88,1761
Brazil,"Rice, paddy",1990,hg/ha,8915,Pesticides (total),tonnes of active ingredients,49695,20.29,1761
Brazil,"Rice, paddy",1990,hg/ha,8915,Pesticides (total),tonnes of active ingredients,49695,17.77,1761
Brazil,"Rice, paddy",1990,hg/ha,8915,Pesticides (total),tonnes of active ingredients,49695,27.65,1761
Brazil,"Rice, paddy",1990,hg/ha,8915,Pesticides (total),tonnes of active ingredients,49695,27.07,1761
Brazil,"Rice, paddy",1990,hg/ha,8915,Pesticides (total),tonnes of active ingredients,49695,18.47,1761
Brazil,"Rice, paddy",1990,hg/ha,8915,Pesticides (total),tonnes of active ingredients,49695,25.76,1761
Brazil,"Rice, paddy",1990,hg/ha,8915,Pesticides (total),tonnes of active ingredients,49695,24.64,1761
Brazil,"Rice, paddy",1990,hg/ha,8915,Pesticides (total),tonnes of active ingredients,49695,25.29,1761
Brazil,"Rice, paddy",1991,hg/ha,8916,Pesticides (total),tonnes of active ingredients,58349.44,21.43,1761
Brazil,"Rice, paddy",1991,hg/ha,8916,Pesticides (total),tonnes of active ingredients,58349.44,20.13,1761
Brazil,"Rice, paddy",1991,hg/ha,8916,Pesticides (total),tonnes of active ingredients,58349.44,17.95,1761
Brazil,"Rice, paddy",1991,hg/ha,8916,Pesticides (total),tonnes of active ingredients,58349.44,27.34,1761
Brazil,"Rice, paddy",1991,hg/ha,8916,Pesticides (total),tonnes of active ingredients,58349.44,27.21,1761
Brazil,"Rice, paddy",1991,hg/ha,8916,Pesticides (total),tonnes of active ingredients,58349.44,19.11,1761
Brazil,"Rice, paddy",1991,hg/ha,8916,Pesticides (total),tonnes of active ingredients,58349.44,25.57,1761
Brazil,"Rice, paddy",1991,hg/ha,8916,Pesticides (total),tonnes of active ingredients,58349.44,24.25,1761
Brazil,"Rice, paddy",1991,hg/ha,8916,Pesticides (total),tonnes of active ingredients,58349.44,25.06,1761
Brazil,"Rice, paddy",1992,hg/ha,8917,Pesticides (total),tonnes of active ingredients,67003.89,21.35,1761
Brazil,"Rice, paddy",1992,hg/ha,8917,Pesticides (total),tonnes of active ingredients,67003.89,20.21,1761
Brazil,"Rice, paddy",1992,hg/ha,8917,Pesticides (total),tonnes of active ingredients,67003.89,17.8,1761
Brazil,"Rice, paddy",1992,hg/ha,8917,Pesticides (total),tonnes of active ingredients,67003.89,27.58,1761
Brazil,"Rice, paddy",1992,hg/ha,8917,Pesticides (total),tonnes of active ingredients,67003.89,27.42,1761
Brazil,"Rice, paddy",1992,hg/ha,8917,Pesticides (total),tonnes of active ingredients,67003.89,18.72,1761
Brazil,"Rice, paddy",1992,hg/ha,8917,Pesticides (total),tonnes of active ingredients,67003.89,25.61,1761
Brazil,"Rice, paddy",1992,hg/ha,8917,Pesticides (total),tonnes of active ingredients,67003.89,24.24,1761
Brazil,"Rice, paddy",1992,hg/ha,8917,Pesticides (total),tonnes of active ingredients,67003.89,24.97,1761
Brazil,"Rice, paddy",1993,hg/ha,8918,Pesticides (total),tonnes of active ingredients,75658.33,21.94,1761
Brazil,"Rice, paddy",1993,hg/ha,8918,Pesticides (total),tonnes of active ingredients,75658.33,20.49,1761
Brazil,"Rice, paddy",1993,hg/ha,8918,Pesticides (total),tonnes of active ingredients,75658.33,17.93,1761
Brazil,"Rice, paddy",1993,hg/ha,8918,Pesticides (total),tonnes of active ingredients,75658.33,28.18,1761
Brazil,"Rice, paddy",1993,hg/ha,8918,Pesticides (total),tonnes of active ingredients,75658.33,26.89,1761
Brazil,"Rice, paddy",1993,hg/ha,8918,Pesticides (total),tonnes of active ingredients,75658.33,18.69,1761
Brazil,"Rice, paddy",1993,hg/ha,8918,Pesticides (total),tonnes of active ingredients,75658.33,26.06,1761
Brazil,"Rice, paddy",1993,hg/ha,8918,Pesticides (total),tonnes of active ingredients,75658.33,24.65,1761
Brazil,"Rice, paddy",1993,hg/ha,8918,Pesticides (total),tonnes of active ingredients,75658.33,25.41,1761
Brazil,"Rice, paddy",1994,hg/ha,8920,Pesticides (total),tonnes of active ingredients,84312.78,21.91,1761
Brazil,"Rice, paddy",1994,hg/ha,8920,Pesticides (total),tonnes of active ingredients,84312.78,20.77,1761
Brazil,"Rice, paddy",1994,hg/ha,8920,Pesticides (total),tonnes of active ingredients,84312.78,18.42,1761
Brazil,"Rice, paddy",1994,hg/ha,8920,Pesticides (total),tonnes of active ingredients,84312.78,27.53,1761
Brazil,"Rice, paddy",1994,hg/ha,8920,Pesticides (total),tonnes of active ingredients,84312.78,26.9,1761
Brazil,"Rice, paddy",1994,hg/ha,8920,Pesticides (total),tonnes of active ingredients,84312.78,19.15,1761
Brazil,"Rice, paddy",1994,hg/ha,8920,Pesticides (total),tonnes of active ingredients,84312.78,26.05,1761
Brazil,"Rice, paddy",1994,hg/ha,8920,Pesticides (total),tonnes of active ingredients,84312.78,24.71,1761
Brazil,"Rice, paddy",1994,hg/ha,8920,Pesticides (total),tonnes of active ingredients,84312.78,25.42,1761
Brazil,"Rice, paddy",1995,hg/ha,8921,Pesticides (total),tonnes of active ingredients,92967.22,22.07,1761
Brazil,"Rice, paddy",1995,hg/ha,8921,Pesticides (total),tonnes of active ingredients,92967.22,20.61,1761
Brazil,"Rice, paddy",1995,hg/ha,8921,Pesticides (total),tonnes of active ingredients,92967.22,18.27,1761
Brazil,"Rice, paddy",1995,hg/ha,8921,Pesticides (total),tonnes of active ingredients,92967.22,27.52,1761
Brazil,"Rice, paddy",1995,hg/ha,8921,Pesticides (total),tonnes of active ingredients,92967.22,27.34,1761
Brazil,"Rice, paddy",1995,hg/ha,8921,Pesticides (total),tonnes of active ingredients,92967.22,18.89,1761
Brazil,"Rice, paddy",1995,hg/ha,8921,Pesticides (total),tonnes of active ingredients,92967.22,26.05,1761
Brazil,"Rice, paddy",1995,hg/ha,8921,Pesticides (total),tonnes of active ingredients,92967.22,24.77,1761
Brazil,"Rice, paddy",1995,hg/ha,8921,Pesticides (total),tonnes of active ingredients,92967.22,25.65,1761
Brazil,"Rice, paddy",1996,hg/ha,8922,Pesticides (total),tonnes of active ingredients,101621.67,21.56,1761
Brazil,"Rice, paddy",1996,hg/ha,8922,Pesticides (total),tonnes of active ingredients,101621.67,20.18,1761
Brazil,"Rice, paddy",1996,hg/ha,8922,Pesticides (total),tonnes of active ingredients,101621.67,17.83,1761
Brazil,"Rice, paddy",1996,hg/ha,8922,Pesticides (total),tonnes of active ingredients,101621.67,27.6,1761
Brazil,"Rice, paddy",1996,hg/ha,8922,Pesticides (total),tonnes of active ingredients,101621.67,27.07,1761
Brazil,"Rice, paddy",1996,hg/ha,8922,Pesticides (total),tonnes of active ingredients,101621.67,18.63,1761
Brazil,"Rice, paddy",1996,hg/ha,8922,Pesticides (total),tonnes of active ingredients,101621.67,25.94,1761
Brazil,"Rice, paddy",1996,hg/ha,8922,Pesticides (total),tonnes of active ingredients,101621.67,24.28,1761
Brazil,"Rice, paddy",1996,hg/ha,8922,Pesticides (total),tonnes of active ingredients,101621.67,25.45,1761
Brazil,"Rice, paddy",1997,hg/ha,8922,Pesticides (total),tonnes of active ingredients,110276.11,21.91,1761
Brazil,"Rice, paddy",1997,hg/ha,8922,Pesticides (total),tonnes of active ingredients,110276.11,20.77,1761
Brazil,"Rice, paddy",1997,hg/ha,8922,Pesticides (total),tonnes of active ingredients,110276.11,18.36,1761
Brazil,"Rice, paddy",1997,hg/ha,8922,Pesticides (total),tonnes of active ingredients,110276.11,27.85,1761
Brazil,"Rice, paddy",1997,hg/ha,8922,Pesticides (total),tonnes of active ingredients,110276.11,27.57,1761
Brazil,"Rice, paddy",1997,hg/ha,8922,Pesticides (total),tonnes of active ingredients,110276.11,19.12,1761
Brazil,"Rice, paddy",1997,hg/ha,8922,Pesticides (total),tonnes of active ingredients,110276.11,25.96,1761
Brazil,"Rice, paddy",1997,hg/ha,8922,Pesticides (total),tonnes of active ingredients,110276.11,24.71,1761
Brazil,"Rice, paddy",1997,hg/ha,8922,Pesticides (total),tonnes of active ingredients,110276.11,25.2,1761
Brazil,"Rice, paddy",1998,hg/ha,8923,Pesticides (total),tonnes of active ingredients,118930.56,22.35,1761
Brazil,"Rice, paddy",1998,hg/ha,8923,Pesticides (total),tonnes of active ingredients,118930.56,20.71,1761
Brazil,"Rice, paddy",1998,hg/ha,8923,Pesticides (total),tonnes of active ingredients,118930.56,18.2,1761
Brazil,"Rice, paddy",1998,hg/ha,8923,Pesticides (total),tonnes of active ingredients,118930.56,28.76,1761
Brazil,"Rice, paddy",1998,hg/ha,8923,Pesticides (total),tonnes of active ingredients,118930.56,27.54,1761
Brazil,"Rice, paddy",1998,hg/ha,8923,Pesticides (total),tonnes of active ingredients,118930.56,18.49,1761
Brazil,"Rice, paddy",1998,hg/ha,8923,Pesticides (total),tonnes of active ingredients,118930.56,26.63,1761
Brazil,"Rice, paddy",1998,hg/ha,8923,Pesticides (total),tonnes of active ingredients,118930.56,24.78,1761
Brazil,"Rice, paddy",1998,hg/ha,8923,Pesticides (total),tonnes of active ingredients,118930.56,26.08,1761
Brazil,"Rice, paddy",1999,hg/ha,8924,Pesticides (total),tonnes of active ingredients,127585,21.59,1761
Brazil,"Rice, paddy",1999,hg/ha,8924,Pesticides (total),tonnes of active ingredients,127585,20.04,1761
Brazil,"Rice, paddy",1999,hg/ha,8924,Pesticides (total),tonnes of active ingredients,127585,17.66,1761
Brazil,"Rice, paddy",1999,hg/ha,8924,Pesticides (total),tonnes of active ingredients,127585,27.64,1761
Brazil,"Rice, paddy",1999,hg/ha,8924,Pesticides (total),tonnes of active ingredients,127585,26.66,1761
Brazil,"Rice, paddy",1999,hg/ha,8924,Pesticides (total),tonnes of active ingredients,127585,18.39,1761
Brazil,"Rice, paddy",1999,hg/ha,8924,Pesticides (total),tonnes of active ingredients,127585,25.88,1761
Brazil,"Rice, paddy",1999,hg/ha,8924,Pesticides (total),tonnes of active ingredients,127585,24.01,1761
Brazil,"Rice, paddy",1999,hg/ha,8924,Pesticides (total),tonnes of active ingredients,127585,25.32,1761
Brazil,"Rice, paddy",2000,hg/ha,8925,Pesticides (total),tonnes of active ingredients,140423,21.69,1761
Brazil,"Rice, paddy",2000,hg/ha,8925,Pesticides (total),tonnes of active ingredients,140423,20.32,1761
Brazil,"Rice, paddy",2000,hg/ha,8925,Pesticides (total),tonnes of active ingredients,140423,18.01,1761
Brazil,"Rice, paddy",2000,hg/ha,8925,Pesticides (total),tonnes of active ingredients,140423,27.5,1761
Brazil,"Rice, paddy",2000,hg/ha,8925,Pesticides (total),tonnes of active ingredients,140423,26.82,1761
Brazil,"Rice, paddy",2000,hg/ha,8925,Pesticides (total),tonnes of active ingredients,140423,18.65,1761
Brazil,"Rice, paddy",2000,hg/ha,8925,Pesticides (total),tonnes of active ingredients,140423,25.71,1761
Brazil,"Rice, paddy",2000,hg/ha,8925,Pesticides (total),tonnes of active ingredients,140423,24.36,1761
Brazil,"Rice, paddy",2000,hg/ha,8925,Pesticides (total),tonnes of active ingredients,140423,25.35,1761
Brazil,"Rice, paddy",2001,hg/ha,8926,Pesticides (total),tonnes of active ingredients,151523,22.14,1761
Brazil,"Rice, paddy",2001,hg/ha,8926,Pesticides (total),tonnes of active ingredients,151523,20.96,1761
Brazil,"Rice, paddy",2001,hg/ha,8926,Pesticides (total),tonnes of active ingredients,151523,18.67,1761
Brazil,"Rice, paddy",2001,hg/ha,8926,Pesticides (total),tonnes of active ingredients,151523,27.69,1761
Brazil,"Rice, paddy",2001,hg/ha,8926,Pesticides (total),tonnes of active ingredients,151523,27.08,1761
Brazil,"Rice, paddy",2001,hg/ha,8926,Pesticides (total),tonnes of active ingredients,151523,19.73,1761
Brazil,"Rice, paddy",2001,hg/ha,8926,Pesticides (total),tonnes of active ingredients,151523,26.08,1761
Brazil,"Rice, paddy",2001,hg/ha,8926,Pesticides (total),tonnes of active ingredients,151523,24.99,1761
Brazil,"Rice, paddy",2001,hg/ha,8926,Pesticides (total),tonnes of active ingredients,151523,25.59,1761
Brazil,"Rice, paddy",2002,hg/ha,8929,Pesticides (total),tonnes of active ingredients,145552,22.5,1761
Brazil,"Rice, paddy",2002,hg/ha,8929,Pesticides (total),tonnes of active ingredients,145552,21.3,1761
Brazil,"Rice, paddy",2002,hg/ha,8929,Pesticides (total),tonnes of active ingredients,145552,19.09,1761
Brazil,"Rice, paddy",2002,hg/ha,8929,Pesticides (total),tonnes of active ingredients,145552,27.85,1761
Brazil,"Rice, paddy",2002,hg/ha,8929,Pesticides (total),tonnes of active ingredients,145552,27.27,1761
Brazil,"Rice, paddy",2002,hg/ha,8929,Pesticides (total),tonnes of active ingredients,145552,19.49,1761
Brazil,"Rice, paddy",2002,hg/ha,8929,Pesticides (total),tonnes of active ingredients,145552,26.01,1761
Brazil,"Rice, paddy",2002,hg/ha,8929,Pesticides (total),tonnes of active ingredients,145552,25.18,1761
Brazil,"Rice, paddy",2002,hg/ha,8929,Pesticides (total),tonnes of active ingredients,145552,25.56,1761
Brazil,"Rice, paddy",2004,hg/ha,8929,Pesticides (total),tonnes of active ingredients,214725,21.59,1761
Brazil,"Rice, paddy",2004,hg/ha,8929,Pesticides (total),tonnes of active ingredients,214725,20.05,1761
Brazil,"Rice, paddy",2004,hg/ha,8929,Pesticides (total),tonnes of active ingredients,214725,17.88,1761
Brazil,"Rice, paddy",2004,hg/ha,8929,Pesticides (total),tonnes of active ingredients,214725,27.72,1761
Brazil,"Rice, paddy",2004,hg/ha,8929,Pesticides (total),tonnes of active ingredients,214725,27.24,1761
Brazil,"Rice, paddy",2004,hg/ha,8929,Pesticides (total),tonnes of active ingredients,214725,18.75,1761
Brazil,"Rice, paddy",2004,hg/ha,8929,Pesticides (total),tonnes of active ingredients,214725,25.94,1761
Brazil,"Rice, paddy",2004,hg/ha,8929,Pesticides (total),tonnes of active ingredients,214725,24.24,1761
Brazil,"Rice, paddy",2004,hg/ha,8929,Pesticides (total),tonnes of active ingredients,214725,25.37,1761
Brazil,"Rice, paddy",2005,hg/ha,8929,Pesticides (total),tonnes of active ingredients,232232,22.05,1761
Brazil,"Rice, paddy",2005,hg/ha,8929,Pesticides (total),tonnes of active ingredients,232232,20.78,1761
Brazil,"Rice, paddy",2005,hg/ha,8929,Pesticides (total),tonnes of active ingredients,232232,18.53,1761
Brazil,"Rice, paddy",2005,hg/ha,8929,Pesticides (total),tonnes of active ingredients,232232,28.17,1761
Brazil,"Rice, paddy",2005,hg/ha,8929,Pesticides (total),tonnes of active ingredients,232232,27.6,1761
Brazil,"Rice, paddy",2005,hg/ha,8929,Pesticides (total),tonnes of active ingredients,232232,19.42,1761
Brazil,"Rice, paddy",2005,hg/ha,8929,Pesticides (total),tonnes of active ingredients,232232,26.27,1761
Brazil,"Rice, paddy",2005,hg/ha,8929,Pesticides (total),tonnes of active ingredients,232232,24.79,1761
Brazil,"Rice, paddy",2005,hg/ha,8929,Pesticides (total),tonnes of active ingredients,232232,25.7,1761
Brazil,"Rice, paddy",2006,hg/ha,8932,Pesticides (total),tonnes of active ingredients,238716,21.82,1761
Brazil,"Rice, paddy",2006,hg/ha,8932,Pesticides (total),tonnes of active ingredients,238716,20.6,1761
Brazil,"Rice, paddy",2006,hg/ha,8932,Pesticides (total),tonnes of active ingredients,238716,18.47,1761
Brazil,"Rice, paddy",2006,hg/ha,8932,Pesticides (total),tonnes of active ingredients,238716,27.76,1761
Brazil,"Rice, paddy",2006,hg/ha,8932,Pesticides (total),tonnes of active ingredients,238716,27.34,1761
Brazil,"Rice, paddy",2006,hg/ha,8932,Pesticides (total),tonnes of active ingredients,238716,19.35,1761
Brazil,"Rice, paddy",2006,hg/ha,8932,Pesticides (total),tonnes of active ingredients,238716,26.26,1761
Brazil,"Rice, paddy",2006,hg/ha,8932,Pesticides (total),tonnes of active ingredients,238716,24.57,1761
Brazil,"Rice, paddy",2006,hg/ha,8932,Pesticides (total),tonnes of active ingredients,238716,25.41,1761
Brazil,"Rice, paddy",2007,hg/ha,8933,Pesticides (total),tonnes of active ingredients,304031,22.19,1761
Brazil,"Rice, paddy",2007,hg/ha,8933,Pesticides (total),tonnes of active ingredients,304031,20.93,1761
Brazil,"Rice, paddy",2007,hg/ha,8933,Pesticides (total),tonnes of active ingredients,304031,18.66,1761
Brazil,"Rice, paddy",2007,hg/ha,8933,Pesticides (total),tonnes of active ingredients,304031,27.92,1761
Brazil,"Rice, paddy",2007,hg/ha,8933,Pesticides (total),tonnes of active ingredients,304031,27.32,1761
Brazil,"Rice, paddy",2007,hg/ha,8933,Pesticides (total),tonnes of active ingredients,304031,19.05,1761
Brazil,"Rice, paddy",2007,hg/ha,8933,Pesticides (total),tonnes of active ingredients,304031,25.95,1761
Brazil,"Rice, paddy",2007,hg/ha,8933,Pesticides (total),tonnes of active ingredients,304031,24.78,1761
Brazil,"Rice, paddy",2007,hg/ha,8933,Pesticides (total),tonnes of active ingredients,304031,25.44,1761
Brazil,"Rice, paddy",2008,hg/ha,8934,Pesticides (total),tonnes of active ingredients,312637,21.86,1761
Brazil,"Rice, paddy",2008,hg/ha,8934,Pesticides (total),tonnes of active ingredients,312637,20.22,1761
Brazil,"Rice, paddy",2008,hg/ha,8934,Pesticides (total),tonnes of active ingredients,312637,17.88,1761
Brazil,"Rice, paddy",2008,hg/ha,8934,Pesticides (total),tonnes of active ingredients,312637,27.54,1761
Brazil,"Rice, paddy",2008,hg/ha,8934,Pesticides (total),tonnes of active ingredients,312637,26.94,1761
Brazil,"Rice, paddy",2008,hg/ha,8934,Pesticides (total),tonnes of active ingredients,312637,18.8,1761
Brazil,"Rice, paddy",2008,hg/ha,8934,Pesticides (total),tonnes of active ingredients,312637,25.96,1761
Brazil,"Rice, paddy",2008,hg/ha,8934,Pesticides (total),tonnes of active ingredients,312637,24.26,1761
Brazil,"Rice, paddy",2008,hg/ha,8934,Pesticides (total),tonnes of active ingredients,312637,25.54,1761
Brazil,"Rice, paddy",2009,hg/ha,8936,Pesticides (total),tonnes of active ingredients,335742,22.25,1761
Brazil,"Rice, paddy",2009,hg/ha,8936,Pesticides (total),tonnes of active ingredients,335742,20.78,1761
Brazil,"Rice, paddy",2009,hg/ha,8936,Pesticides (total),tonnes of active ingredients,335742,18.38,1761
Brazil,"Rice, paddy",2009,hg/ha,8936,Pesticides (total),tonnes of active ingredients,335742,27.39,1761
Brazil,"Rice, paddy",2009,hg/ha,8936,Pesticides (total),tonnes of active ingredients,335742,18.84,1761
Brazil,"Rice, paddy",2009,hg/ha,8936,Pesticides (total),tonnes of active ingredients,335742,26.3,1761
Brazil,"Rice, paddy",2009,hg/ha,8936,Pesticides (total),tonnes of active ingredients,335742,24.98,1761
Brazil,"Rice, paddy",2009,hg/ha,8936,Pesticides (total),tonnes of active ingredients,335742,26,1761
Brazil,"Rice, paddy",2010,hg/ha,8938,Pesticides (total),tonnes of active ingredients,342580,22.12,1761
Brazil,"Rice, paddy",2010,hg/ha,8938,Pesticides (total),tonnes of active ingredients,342580,20.72,1761
Brazil,"Rice, paddy",2010,hg/ha,8938,Pesticides (total),tonnes of active ingredients,342580,18.18,1761
Brazil,"Rice, paddy",2010,hg/ha,8938,Pesticides (total),tonnes of active ingredients,342580,28.18,1761
Brazil,"Rice, paddy",2010,hg/ha,8938,Pesticides (total),tonnes of active ingredients,342580,27.56,1761
Brazil,"Rice, paddy",2010,hg/ha,8938,Pesticides (total),tonnes of active ingredients,342580,19.01,1761
Brazil,"Rice, paddy",2010,hg/ha,8938,Pesticides (total),tonnes of active ingredients,342580,26.3,1761
Brazil,"Rice, paddy",2010,hg/ha,8938,Pesticides (total),tonnes of active ingredients,342580,24.95,1761
Brazil,"Rice, paddy",2010,hg/ha,8938,Pesticides (total),tonnes of active ingredients,342580,25.78,1761
Brazil,"Rice, paddy",2011,hg/ha,8938,Pesticides (total),tonnes of active ingredients,345026,21.74,1761
Brazil,"Rice, paddy",2011,hg/ha,8938,Pesticides (total),tonnes of active ingredients,345026,20.33,1761
Brazil,"Rice, paddy",2011,hg/ha,8938,Pesticides (total),tonnes of active ingredients,345026,18.01,1761
Brazil,"Rice, paddy",2011,hg/ha,8938,Pesticides (total),tonnes of active ingredients,345026,27.36,1761
Brazil,"Rice, paddy",2011,hg/ha,8938,Pesticides (total),tonnes of active ingredients,345026,27.29,1761
Brazil,"Rice, paddy",2011,hg/ha,8938,Pesticides (total),tonnes of active ingredients,345026,18.82,1761
Brazil,"Rice, paddy",2011,hg/ha,8938,Pesticides (total),tonnes of active ingredients,345026,25.89,1761
Brazil,"Rice, paddy",2011,hg/ha,8938,Pesticides (total),tonnes of active ingredients,345026,24.32,1761
Brazil,"Rice, paddy",2011,hg/ha,8938,Pesticides (total),tonnes of active ingredients,345026,25.28,1761
Brazil,"Rice, paddy",2012,hg/ha,8939,Pesticides (total),tonnes of active ingredients,346583,22.16,1761
Brazil,"Rice, paddy",2012,hg/ha,8939,Pesticides (total),tonnes of active ingredients,346583,21.02,1761
Brazil,"Rice, paddy",2012,hg/ha,8939,Pesticides (total),tonnes of active ingredients,346583,18.8,1761
Brazil,"Rice, paddy",2012,hg/ha,8939,Pesticides (total),tonnes of active ingredients,346583,28.21,1761
Brazil,"Rice, paddy",2012,hg/ha,8939,Pesticides (total),tonnes of active ingredients,346583,27.34,1761
Brazil,"Rice, paddy",2012,hg/ha,8939,Pesticides (total),tonnes of active ingredients,346583,19.72,1761
Brazil,"Rice, paddy",2012,hg/ha,8939,Pesticides (total),tonnes of active ingredients,346583,26.13,1761
Brazil,"Rice, paddy",2012,hg/ha,8939,Pesticides (total),tonnes of active ingredients,346583,24.84,1761
Brazil,"Rice, paddy",2012,hg/ha,8939,Pesticides (total),tonnes of active ingredients,346583,25.65,1761
Brazil,"Rice, paddy",2013,hg/ha,8939,Pesticides (total),tonnes of active ingredients,367778,21.59,1761
Brazil,"Rice, paddy",2013,hg/ha,8939,Pesticides (total),tonnes of active ingredients,367778,20.07,1761
Brazil,"Rice, paddy",2013,hg/ha,8939,Pesticides (total),tonnes of active ingredients,367778,17.57,1761
Brazil,"Rice, paddy",2013,hg/ha,8939,Pesticides (total),tonnes of active ingredients,367778,27.71,1761
Brazil,"Rice, paddy",2013,hg/ha,8939,Pesticides (total),tonnes of active ingredients,367778,27.11,1761
Brazil,"Rice, paddy",2013,hg/ha,8939,Pesticides (total),tonnes of active ingredients,367778,17.84,1761
Brazil,"Rice, paddy",2013,hg/ha,8939,Pesticides (total),tonnes of active ingredients,367778,26.4,1761
Brazil,"Rice, paddy",2013,hg/ha,8939,Pesticides (total),tonnes of active ingredients,367778,25.19,1761
